FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-07-18 13:47:59

Total deployment events: 3096
Number of node-function combinations: 1291

Event Type Summary:
  Deployment events: 23
  Replica events: 1820
  Network events: 1253

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
  t= 268.0s - deploy replica of resnet50-inference-airport [replica]
  t= 306.0s - startup replica of resnet50-inference-airport [replica]
  t= 307.0s - setup replica of resnet50-inference-airport [replica]
  t=1659.0s - finish replica of resnet50-inference-airport [replica]
  Total events: 4

nx_221 - speech-inference-downtown:
-----------------------------------
  t= 514.0s - deploy replica of speech-inference-downtown [replica]
  t= 529.0s - startup replica of speech-inference-downtown [replica]
  t= 530.0s - setup replica of speech-inference-downtown [replica]
  t=1520.0s - finish replica of speech-inference-downtown [replica]
  Total events: 4

nx_222 - resnet50-training-suburb:
----------------------------------
  t=1101.0s - deploy replica of resnet50-training-suburb [replica]
  t=1136.0s - startup replica of resnet50-training-suburb [replica]
  t=1137.0s - setup replica of resnet50-training-suburb [replica]
  t=1138.0s - finish replica of resnet50-training-suburb [replica]
  Total events: 4

nx_222 → nuc_46 - unknown:
--------------------------
  t= 120.2s - data_upload (98.2 MB) [network]
  t= 120.6s - data_upload (98.2 MB) [network]
  t= 120.7s - data_upload (98.2 MB) [network]
  t= 120.8s - data_upload (98.2 MB) [network]
  Total events: 4

nx_224 - resnet50-inference-commercial:
---------------------------------------
  t= 448.0s - deploy replica of resnet50-inference-commercial [replica]
  t= 483.0s - startup replica of resnet50-inference-commercial [replica]
  t= 484.0s - setup replica of resnet50-inference-commercial [replica]
  t=1678.0s - finish replica of resnet50-inference-commercial [replica]
  Total events: 4

nx_224 - speech-inference-downtown:
-----------------------------------
  t= 863.0s - deploy replica of speech-inference-downtown [replica]
  t= 876.0s - startup replica of speech-inference-downtown [replica]
  t= 877.0s - setup replica of speech-inference-downtown [replica]
  t=1571.0s - finish replica of speech-inference-downtown [replica]
  Total events: 4

nx_228 - resnet50-training-downtown:
------------------------------------
  t=1263.0s - deploy replica of resnet50-training-downtown [replica]
  t=1292.0s - startup replica of resnet50-training-downtown [replica]
  t=1293.0s - setup replica of resnet50-training-downtown [replica]
  t=1294.0s - finish replica of resnet50-training-downtown [replica]
  Total events: 4

nx_228 → nuc_46 - unknown:
--------------------------
  t= 121.7s - data_upload (98.2 MB) [network]
  t= 121.8s - data_upload (98.2 MB) [network]
  t= 122.8s - data_upload (98.2 MB) [network]
  t= 123.4s - data_upload (98.2 MB) [network]
  Total events: 4

nx_249 - resnet50-inference-industrial:
---------------------------------------
  t= 736.0s - deploy replica of resnet50-inference-industrial [replica]
  t= 771.0s - startup replica of resnet50-inference-industrial [replica]
  t= 772.0s - setup replica of resnet50-inference-industrial [replica]
  t=1718.0s - finish replica of resnet50-inference-industrial [replica]
  Total events: 4

nx_256 - resnet50-training-suburb:
----------------------------------
  t=1264.0s - deploy replica of resnet50-training-suburb [replica]
  t=1295.0s - startup replica of resnet50-training-suburb [replica]
  t=1296.0s - setup replica of resnet50-training-suburb [replica]
  t=1297.0s - finish replica of resnet50-training-suburb [replica]
  Total events: 4

nx_256 → nuc_46 - unknown:
--------------------------
  t= 122.5s - data_upload (98.2 MB) [network]
  t= 122.6s - data_upload (98.2 MB) [network]
  t= 123.1s - data_upload (98.2 MB) [network]
  t= 123.2s - data_upload (98.2 MB) [network]
  Total events: 4

nx_274 - resnet50-training:
---------------------------
  t=1372.0s - deploy replica of resnet50-training [replica]
  t=1404.0s - startup replica of resnet50-training [replica]
  t=1405.0s - setup replica of resnet50-training [replica]
  t=1406.0s - finish replica of resnet50-training [replica]
  Total events: 4

nx_274 → nuc_46 - unknown:
--------------------------
  t= 122.7s - data_upload (98.2 MB) [network]
  t= 123.5s - data_upload (98.2 MB) [network]
  t= 123.7s - data_upload (98.2 MB) [network]
  t= 124.1s - data_upload (98.2 MB) [network]
  Total events: 4

nx_278 - resnet50-inference:
----------------------------
  t=1241.0s - deploy replica of resnet50-inference [replica]
  t=1273.0s - startup replica of resnet50-inference [replica]
  t=1274.0s - setup replica of resnet50-inference [replica]
  t=1783.0s - finish replica of resnet50-inference [replica]
  Total events: 4

nx_279 - resnet50-inference-commercial:
---------------------------------------
  t= 567.0s - deploy replica of resnet50-inference-commercial [replica]
  t= 604.0s - startup replica of resnet50-inference-commercial [replica]
  t= 605.0s - setup replica of resnet50-inference-commercial [replica]
  t=1694.0s - finish replica of resnet50-inference-commercial [replica]
  Total events: 4

nx_279 - speech-inference-industrial:
-------------------------------------
  t=1036.0s - deploy replica of speech-inference-industrial [replica]
  t=1051.0s - startup replica of speech-inference-industrial [replica]
  t=1052.0s - setup replica of speech-inference-industrial [replica]
  t=1592.0s - finish replica of speech-inference-industrial [replica]
  Total events: 4

nx_292 - resnet50-inference-downtown:
-------------------------------------
  t=1415.0s - deploy replica of resnet50-inference-downtown [replica]
  t=1450.0s - startup replica of resnet50-inference-downtown [replica]
  t=1451.0s - setup replica of resnet50-inference-downtown [replica]
  t=1815.0s - finish replica of resnet50-inference-downtown [replica]
  Total events: 4

nx_301 - resnet50-inference-port:
---------------------------------
  t= 205.0s - deploy replica of resnet50-inference-port [replica]
  t= 244.0s - startup replica of resnet50-inference-port [replica]
  t= 245.0s - setup replica of resnet50-inference-port [replica]
  t=1618.0s - finish replica of resnet50-inference-port [replica]
  Total events: 4

nx_301 - speech-inference-commercial:
-------------------------------------
  t= 399.0s - deploy replica of speech-inference-commercial [replica]
  t= 412.0s - startup replica of speech-inference-commercial [replica]
  t= 413.0s - setup replica of speech-inference-commercial [replica]
  t=1509.0s - finish replica of speech-inference-commercial [replica]
  Total events: 4

nx_318 - resnet50-training-downtown:
------------------------------------
  t= 582.0s - deploy replica of resnet50-training-downtown [replica]
  t= 613.0s - startup replica of resnet50-training-downtown [replica]
  t= 614.0s - setup replica of resnet50-training-downtown [replica]
  t= 615.0s - finish replica of resnet50-training-downtown [replica]
  Total events: 4

nx_318 - speech-inference-residential:
--------------------------------------
  t=1096.0s - deploy replica of speech-inference-residential [replica]
  t=1108.0s - startup replica of speech-inference-residential [replica]
  t=1109.0s - setup replica of speech-inference-residential [replica]
  t=1597.0s - finish replica of speech-inference-residential [replica]
  Total events: 4

nx_318 → nuc_46 - unknown:
--------------------------
  t= 114.8s - data_upload (98.2 MB) [network]
  t= 115.0s - data_upload (98.2 MB) [network]
  t= 115.1s - data_upload (98.2 MB) [network]
  t= 115.3s - data_upload (98.2 MB) [network]
  Total events: 4

nx_322 - resnet50-inference-port:
---------------------------------
  t= 683.0s - deploy replica of resnet50-inference-port [replica]
  t= 722.0s - startup replica of resnet50-inference-port [replica]
  t= 723.0s - setup replica of resnet50-inference-port [replica]
  t=1716.0s - finish replica of resnet50-inference-port [replica]
  Total events: 4

nx_322 - speech-inference-commercial:
-------------------------------------
  t=1430.0s - deploy replica of speech-inference-commercial [replica]
  t=1444.0s - startup replica of speech-inference-commercial [replica]
  t=1445.0s - setup replica of speech-inference-commercial [replica]
  t=1650.0s - finish replica of speech-inference-commercial [replica]
  Total events: 4

nx_323 - resnet50-inference-downtown:
-------------------------------------
  t= 677.0s - deploy replica of resnet50-inference-downtown [replica]
  t= 710.0s - startup replica of resnet50-inference-downtown [replica]
  t= 711.0s - setup replica of resnet50-inference-downtown [replica]
  t=1713.0s - finish replica of resnet50-inference-downtown [replica]
  Total events: 4

nx_323 - speech-inference-residential:
--------------------------------------
  t=1369.0s - deploy replica of speech-inference-residential [replica]
  t=1382.0s - startup replica of speech-inference-residential [replica]
  t=1383.0s - setup replica of speech-inference-residential [replica]
  t=1639.0s - finish replica of speech-inference-residential [replica]
  Total events: 4

nx_325 - resnet50-training:
---------------------------
  t= 695.0s - deploy replica of resnet50-training [replica]
  t= 724.0s - startup replica of resnet50-training [replica]
  t= 725.0s - setup replica of resnet50-training [replica]
  t= 726.0s - finish replica of resnet50-training [replica]
  Total events: 4

nx_325 - speech-inference-airport:
----------------------------------
  t=1431.0s - deploy replica of speech-inference-airport [replica]
  t=1446.0s - startup replica of speech-inference-airport [replica]
  t=1447.0s - setup replica of speech-inference-airport [replica]
  t=1648.0s - finish replica of speech-inference-airport [replica]
  Total events: 4

nx_325 → nuc_46 - unknown:
--------------------------
  t= 117.2s - data_upload (98.2 MB) [network]
  t= 117.4s - data_upload (98.2 MB) [network]
  t= 117.5s - data_upload (98.2 MB) [network]
  t= 117.7s - data_upload (98.2 MB) [network]
  Total events: 4

nx_328 - resnet50-training-suburb:
----------------------------------
  t=1434.0s - deploy replica of resnet50-training-suburb [replica]
  t=1472.0s - startup replica of resnet50-training-suburb [replica]
  t=1473.0s - setup replica of resnet50-training-suburb [replica]
  t=1474.0s - finish replica of resnet50-training-suburb [replica]
  Total events: 4

nx_328 → nuc_46 - unknown:
--------------------------
  t= 123.9s - data_upload (98.2 MB) [network]
  t= 124.0s - data_upload (98.2 MB) [network]
  t= 124.2s - data_upload (98.2 MB) [network]
  t= 124.3s - data_upload (98.2 MB) [network]
  Total events: 4

nx_344 - resnet50-training:
---------------------------
  t=1313.0s - deploy replica of resnet50-training [replica]
  t=1346.0s - startup replica of resnet50-training [replica]
  t=1347.0s - setup replica of resnet50-training [replica]
  t=1348.0s - finish replica of resnet50-training [replica]
  Total events: 4

nx_344 → nuc_46 - unknown:
--------------------------
  t= 123.0s - data_upload (98.2 MB) [network]
  t= 123.3s - data_upload (98.2 MB) [network]
  t= 123.6s - data_upload (98.2 MB) [network]
  t= 123.8s - data_upload (98.2 MB) [network]
  Total events: 4

nx_350 - resnet50-inference-commercial:
---------------------------------------
  t= 858.0s - deploy replica of resnet50-inference-commercial [replica]
  t= 896.0s - startup replica of resnet50-inference-commercial [replica]
  t= 897.0s - setup replica of resnet50-inference-commercial [replica]
  t=1739.0s - finish replica of resnet50-inference-commercial [replica]
  Total events: 4

nx_355 - resnet50-inference-airport:
------------------------------------
  t=1088.0s - deploy replica of resnet50-inference-airport [replica]
  t=1126.0s - startup replica of resnet50-inference-airport [replica]
  t=1127.0s - setup replica of resnet50-inference-airport [replica]
  t=1767.0s - finish replica of resnet50-inference-airport [replica]
  Total events: 4

nx_363 - resnet50-inference-airport:
------------------------------------
  t= 859.0s - deploy replica of resnet50-inference-airport [replica]
  t= 898.0s - startup replica of resnet50-inference-airport [replica]
  t= 899.0s - setup replica of resnet50-inference-airport [replica]
  t=1736.0s - finish replica of resnet50-inference-airport [replica]
  Total events: 4

nx_366 - resnet50-inference-downtown:
-------------------------------------
  t= 563.0s - deploy replica of resnet50-inference-downtown [replica]
  t= 596.0s - startup replica of resnet50-inference-downtown [replica]
  t= 597.0s - setup replica of resnet50-inference-downtown [replica]
  t=1693.0s - finish replica of resnet50-inference-downtown [replica]
  Total events: 4

nx_366 - speech-inference-residential:
--------------------------------------
  t= 982.0s - deploy replica of speech-inference-residential [replica]
  t= 996.0s - startup replica of speech-inference-residential [replica]
  t= 997.0s - setup replica of speech-inference-residential [replica]
  t=1586.0s - finish replica of speech-inference-residential [replica]
  Total events: 4

nx_375 - resnet50-inference-residential:
----------------------------------------
  t= 737.0s - deploy replica of resnet50-inference-residential [replica]
  t= 773.0s - startup replica of resnet50-inference-residential [replica]
  t= 774.0s - setup replica of resnet50-inference-residential [replica]
  t=1723.0s - finish replica of resnet50-inference-residential [replica]
  Total events: 4

nx_378 - resnet50-inference-airport:
------------------------------------
  t= 796.0s - deploy replica of resnet50-inference-airport [replica]
  t= 834.0s - startup replica of resnet50-inference-airport [replica]
  t= 835.0s - setup replica of resnet50-inference-airport [replica]
  t=1701.0s - finish replica of resnet50-inference-airport [replica]
  Total events: 4

nx_381 - resnet50-inference-airport:
------------------------------------
  t= 974.0s - deploy replica of resnet50-inference-airport [replica]
  t=1012.0s - startup replica of resnet50-inference-airport [replica]
  t=1013.0s - setup replica of resnet50-inference-airport [replica]
  t=1754.0s - finish replica of resnet50-inference-airport [replica]
  Total events: 4

nx_383 - resnet50-inference:
----------------------------
  t=1139.0s - deploy replica of resnet50-inference [replica]
  t=1171.0s - startup replica of resnet50-inference [replica]
  t=1172.0s - setup replica of resnet50-inference [replica]
  t=1774.0s - finish replica of resnet50-inference [replica]
  Total events: 4

nx_392 - resnet50-training-downtown:
------------------------------------
  t= 639.0s - deploy replica of resnet50-training-downtown [replica]
  t= 670.0s - startup replica of resnet50-training-downtown [replica]
